,Date,Content,Section
1529,2016-02-26,"Annotated solutions for Prize 26,812",crosswords
1530,2016-02-26,"Cryptic crossword No 26,817",crosswords
1531,2016-02-26,"Quick crossword No 14,290",crosswords
1532,2016-02-25,"Cryptic crossword No 26,816",crosswords
1533,2016-02-25,"Quick crossword No 14,289",crosswords
1534,2016-02-24,"Cryptic crossword No 26,815",crosswords
1535,2016-02-24,"Quick crossword No 14,288",crosswords
1536,2016-02-23,"Cryptic crossword No 26,814",crosswords
1537,2016-02-23,"Quick crossword No 14,287",crosswords
1538,2016-02-22,Crossword roundup: Tory name-calling,crosswords
1539,2016-02-22,"Quick crossword No 14,286",crosswords
1540,2016-02-22,Quiptic crossword No 849,crosswords
1541,2016-02-22,"Cryptic crossword No 26,813",crosswords
1542,2016-02-21,"Azed Crossword 2,281",crosswords
1543,2016-02-21,"Speedy crossword No 1,065",crosswords
1544,2016-02-21,"Everyman crossword No 3,620",crosswords
1545,2016-02-20,"Quick crossword No 14,285",crosswords
1546,2016-02-20,"Prize crossword No 26,812",crosswords
1547,2016-02-19,"Annotated solutions for Prize 28,806",crosswords
1548,2016-02-19,"Cryptic crossword No 26,811",crosswords
1549,2016-02-19,"Quick crossword No 14,284",crosswords
1550,2016-02-18,"Cryptic crossword No 26,810",crosswords
1551,2016-02-18,"Quick crossword No 14,283",crosswords
1552,2016-02-17,"Cryptic crossword No 26,809",crosswords
1553,2016-02-17,"Quick crossword No 14,282",crosswords
1554,2016-02-16,"Cryptic crossword No 26,808",crosswords
1555,2016-02-16,"Quick crossword No 14,281",crosswords
1556,2016-02-15,Crossword blog: What next for the Independent crossword?,crosswords
1557,2016-02-15,Quiptic crossword No 848,crosswords
1558,2016-02-15,"Cryptic crossword No 26,807",crosswords
1559,2016-02-15,"Quick crossword No 14,280",crosswords
1560,2016-02-14,"Azed Crossword 2,280",crosswords
1561,2016-02-14,"Annotated solutions for Prize 26,800",crosswords
1562,2016-02-14,"Everyman crossword No 3,619",crosswords
1563,2016-02-13,"Annotated solutions for Prize 26,794",crosswords
1564,2016-02-13,"Prize crossword No 26,806",crosswords
1565,2016-02-13,"Quick crossword No 14,279",crosswords
1566,2016-02-12,"Cryptic crossword No 26,805",crosswords
1567,2016-02-12,"Quick crossword No 14,278",crosswords
1568,2016-02-11,"Quick crossword No 14,277",crosswords
1569,2016-02-11,"Cryptic crossword No 26,804",crosswords
1570,2016-02-10,"Quick crossword No 14,276",crosswords
1571,2016-02-10,"Cryptic crossword No 26,803",crosswords
1572,2016-02-09,"Quick crossword No 14,275",crosswords
1573,2016-02-09,"Cryptic crossword No 26,802",crosswords
1574,2016-02-08,Crossword blog: farewell to Jeremy Morse,crosswords
1575,2016-02-08,"Cryptic crossword No 26,801",crosswords
1576,2016-02-08,"Quick crossword No 14,274",crosswords
1577,2016-02-08,Quiptic crossword No 847,crosswords
1578,2016-02-07,"Azed Crossword 2,279",crosswords
1579,2016-02-07,"Everyman crossword No 3,618",crosswords
1580,2016-02-06,Questions of style,crosswords
1581,2016-02-06,"Prize crossword No 26,800",crosswords
1582,2016-02-06,"Quick crossword No 14,273",crosswords
1583,2016-02-05,"Cryptic crossword No 26,799",crosswords
1584,2016-02-05,"Quick crossword No 14,272",crosswords
1585,2016-02-04,Annotated solutions for Genius 151,crosswords
1586,2016-02-04,"Cryptic crossword No 26,798",crosswords
1587,2016-02-04,"Quick crossword No 14,271",crosswords
1588,2016-02-03,"Quick crossword No 14,270",crosswords
1589,2016-02-02,"Quick crossword No 14,269",crosswords
1590,2016-02-01,"Quick crossword No 14,268",crosswords
1591,2016-02-01,Crosswords for beginners: foreign affairs,crosswords
1592,2016-02-01,Genius crossword No 152,crosswords
1593,2016-01-31,"Azed Crossword 2,278",crosswords
1594,2016-01-30,"Quick crossword No 14,267",crosswords
1595,2016-01-29,"Annotated solutions for Prize 26,788",crosswords
1596,2016-01-29,"Quick crossword No 14,266",crosswords
1597,2016-01-28,"Quick crossword No 14,265",crosswords
1598,2016-01-27,"Quick crossword No 14,264",crosswords
1599,2016-01-26,"Quick crossword No 14,263",crosswords
1600,2016-01-25,"Cryptic crossword No 26,758",crosswords
1601,2016-01-25,"Quick crossword No 14,261",crosswords
1602,2016-01-25,"Quick crossword No 14,262",crosswords
1603,2016-01-25,"Quick crossword No 14,260",crosswords
1604,2016-01-25,"Quick crossword No 14,259",crosswords
1605,2016-01-25,"Quick crossword No 14,257",crosswords
1606,2016-01-25,"Quick crossword No 14,255",crosswords
1607,2016-01-25,"Quick crossword No 14,258",crosswords
1608,2016-01-25,"Quick crossword No 14,256",crosswords
1609,2016-01-25,"Quick crossword No 14,253",crosswords
1610,2016-01-25,"Quick crossword No 14,254",crosswords
1611,2016-01-25,"Quick crossword No 14,252",crosswords
1612,2016-01-25,"Quick crossword No 14,251",crosswords
1613,2016-01-25,"Quick crossword No 14,250",crosswords
1614,2016-01-25,"Quick crossword No 14,248",crosswords
1615,2016-01-25,"Quick crossword No 14,249",crosswords
1616,2016-01-25,"Quick crossword No 14,242",crosswords
1617,2016-01-25,"Quick crossword No 14,246",crosswords
1618,2016-01-25,"Quick crossword No 14,243",crosswords
1619,2016-01-25,"Quick crossword No 14,247",crosswords
1620,2016-01-25,"Quick crossword No 14,245",crosswords
1621,2016-01-25,"Quick crossword No 14,244",crosswords
1622,2016-01-25,"Quick crossword No 14,231",crosswords
1623,2016-01-25,"Quick crossword No 14,229",crosswords
1624,2016-01-25,"Quick crossword No 14,232",crosswords
1625,2016-01-25,"Quick crossword No 14,230",crosswords
1626,2016-01-25,Crossword roundup: the cryptic world says bye to Bowie,crosswords
1627,2016-01-24,"Azed Crossword 2,277",crosswords
1628,2016-01-22,"Annotated solutions for Prize 26,782",crosswords
1629,2016-01-18,Crossword blog: would you solve your workmate's puzzle?,crosswords
1630,2016-01-17,"Azed Crossword 2,276",crosswords
1631,2016-01-16,"Azed slip No 2,272",crosswords
1632,2016-01-15,"Annotated solutions for Prize 26,776",crosswords
1633,2016-01-15,"Annotated solutions for Prize 26,770",crosswords
1634,2016-01-11,Crossword roundup: do you leave or let well alone?,crosswords
1635,2016-01-11,New Year notes on problems with printing out,crosswords
1636,2016-01-11,Quiptic crossword No 843,crosswords
1637,2016-01-10,"Azed Crossword 2,275",crosswords
1638,2016-01-08,"Annotated solutions for Prize 26,770",crosswords
1639,2018-01-06,"Quick crossword No 14,872",crosswords
1640,2018-01-06,"Prize crossword No 27,399",crosswords
1641,2018-01-06,Weekend crossword No 366,crosswords
1642,2018-01-05,"Annotated solutions for Prize 27,393",crosswords
1643,2018-01-05,"Quick crossword No 14,871",crosswords
1644,2018-01-05,"Cryptic crossword No 27,398",crosswords
1645,2018-01-04,"Quick crossword No 14,870",crosswords
1646,2018-01-04,"Cryptic crossword No 27,397",crosswords
1647,2018-01-03,"Annotated solutions for Prize 27,388",crosswords
1648,2018-01-03,"Quick crossword No 14,869",crosswords
1649,2018-01-03,"Cryptic crossword No 27,396",crosswords
1650,2018-01-02,Jumbo Everyman Christmas crossword solutions,crosswords
1651,2018-01-02,"Cryptic crossword No 27,395",crosswords
1652,2018-01-02,"Quick crossword No 14,868",crosswords
1653,2018-01-01,Annotated solutions for Genius 174,crosswords
1654,2018-01-01,Genius crossword No 175,crosswords
1655,2018-01-01,"Quick crossword No 14,867",crosswords
1656,2018-01-01,"Cryptic crossword No 27,394",crosswords
1657,2018-01-01,Quiptic crossword No 946,crosswords
1658,2017-12-31,"Azed crossword 2,377",crosswords
1659,2017-12-31,"Speedy crossword No 1,161",crosswords
1660,2017-12-31,"Everyman crossword No 3,716",crosswords
1661,2017-12-30,Weekend crossword No 365,crosswords
1662,2017-12-30,"Quick crossword No 14,866",crosswords
1663,2017-12-30,"Prize crossword No 27,393",crosswords
1664,2017-12-29,"Quick crossword No 14,865",crosswords
1665,2017-12-29,"Cryptic crossword No 27,392",crosswords
1666,2017-12-28,"Cryptic crossword No 27,391",crosswords
1667,2017-12-28,"Quick crossword No 14,864",crosswords
1668,2017-12-27,"Quick crossword No 14,863",crosswords
1669,2017-12-27,"Cryptic crossword No 27,390",crosswords
1670,2017-12-26,"Cryptic crossword No 27,389",crosswords
1671,2017-12-26,"Quick crossword No 14,862",crosswords
1672,2017-12-25,Quiptic crossword No 945,crosswords
1673,2017-12-24,Jumbo Everyman Christmas crossword,crosswords
1674,2017-12-24,"Azed crossword 2,376",crosswords
1675,2017-12-24,"Everyman crossword No 3,715",crosswords
1676,2017-12-24,"Speedy crossword No 1,160",crosswords
1677,2017-12-23,"Prize crossword No 27,388",crosswords
1678,2017-12-23,Weekend crossword No 364,crosswords
1679,2017-12-23,"Prize crossword No 27,388",crosswords
1680,2017-12-23,"Quick crossword No 14,861",crosswords
1681,2017-12-22,Annotated solutions for Prize 27382,crosswords
1682,2017-12-22,"Quick crossword No 14,860",crosswords
1683,2017-12-22,"Cryptic crossword No 27,387",crosswords
1684,2017-12-21,"Azed slip No 2,373",crosswords
1685,2017-12-21,"Cryptic crossword No 27,386",crosswords
1686,2017-12-21,"Quick crossword No 14,859",crosswords
1687,2017-12-20,"Cryptic crossword No 27,385",crosswords
1688,2017-12-20,"Quick crossword No 14,858",crosswords
1689,2017-12-19,Torquemada strikes again,crosswords
1690,2017-12-19,"Quick crossword No 14,857",crosswords
1691,2017-12-18,Crossword roundup: words of the year in action,crosswords
1692,2017-12-18,"Farewell Rufus, the Guardian’s record-breaking crossword setter",crosswords
1693,2017-12-18,"Quick crossword No 14,856",crosswords
1694,2017-12-18,Quiptic crossword No 944,crosswords
1695,2017-12-18,"Cryptic crossword No 27,383",crosswords
1696,2017-12-17,"Azed crossword 2,375",crosswords
1697,2017-12-17,"Speedy crossword No 1,159",crosswords
1698,2017-12-17,"Everyman crossword No 3,714",crosswords
1699,2017-12-16,Weekend crossword No 363,crosswords
1700,2017-12-16,"Prize crossword No 27,382",crosswords
1701,2017-12-16,"Quick crossword No 14,855",crosswords
1702,2017-12-15,"Annotated solutions for Prize 27,376",crosswords
1703,2017-12-15,"Cryptic crossword No 27,381",crosswords
1704,2017-12-15,"Quick crossword No 14,854",crosswords
1705,2017-12-14,"Quick crossword No 14,853",crosswords
1706,2017-12-14,"Cryptic crossword No 27,380",crosswords
1707,2017-12-13,"Cryptic crossword No 27,379",crosswords
1708,2017-12-13,"Quick crossword No 14,852",crosswords
1709,2017-12-12,"Cryptic crossword No 27,378",crosswords
1710,2017-12-12,"Quick crossword No 14,851",crosswords
1711,2017-12-11,Try our American-style crossword puzzle No 3: PO ...,crosswords
1712,2017-12-11,"Cryptic crossword No 27,377",crosswords
1713,2017-12-11,"Quick crossword No 14,850",crosswords
1714,2017-12-11,Quiptic crossword No 943,crosswords
1715,2017-12-10,"Azed crossword 2,374",crosswords
1716,2017-12-10,"Speedy crossword No 1,158",crosswords
1717,2017-12-10,"Everyman crossword No 3,713",crosswords
1718,2017-12-09,"Prize crossword No 27,376",crosswords
1719,2017-12-09,Weekend crossword No 362,crosswords
1720,2017-12-09,"Quick crossword No 14,849",crosswords
1721,2017-12-08,"Annotated solutions for Prize 27,370",crosswords
1722,2017-12-08,"Cryptic crossword No 27,375",crosswords
1723,2017-12-08,"Quick crossword No 14,848",crosswords
1724,2017-12-07,"Cryptic crossword No 27,374",crosswords
1725,2017-12-07,"Quick crossword No 14,847",crosswords
1726,2017-12-06,"Cryptic crossword No 27,373",crosswords
1727,2017-12-06,"Quick crossword No 14,846",crosswords
1728,2017-12-05,"Cryptic crossword No 27,372",crosswords
1729,2017-12-05,"Quick crossword No 14,845",crosswords
1730,2017-12-04,Crossword roundup: the fuzz and the heat,crosswords
1731,2017-12-04,Annotated solutions for Genius 173,crosswords
1732,2017-12-04,Genius crossword No 174,crosswords
1733,2017-12-04,"Cryptic crossword No 27,371",crosswords
1734,2017-12-04,Quiptic crossword No 942,crosswords
1735,2017-12-04,"Quick crossword No 14,844",crosswords
1736,2017-12-03,"Azed crossword 2,373",crosswords
1737,2017-12-03,"Speedy crossword No 1,157",crosswords
1738,2017-12-03,"Everyman crossword No 3,712",crosswords
1739,2017-12-02,"Quick crossword No 14,843",crosswords
1740,2017-12-02,"Prize crossword No 27,370",crosswords
1741,2017-12-02,Weekend crossword No 361,crosswords
1742,2017-12-01,"Annotated solutions for Prize 27,364",crosswords
1743,2017-12-01,"Cryptic crossword No 27,369",crosswords
1744,2017-12-01,"Quick crossword No 14,842",crosswords
1745,2017-11-30,"Quick crossword No 14,841",crosswords
1746,2017-11-30,"Cryptic crossword No 27,368",crosswords
1747,2017-11-29,"Cryptic crossword No 27,367",crosswords
1748,2017-11-29,"Quick crossword No 14,840",crosswords
1749,2017-11-28,"Quick crossword No 14,839",crosswords
1750,2017-11-28,"Cryptic crossword No 27,366",crosswords
1751,2017-11-27,Crossword blog: a graphic novel about crosswords,crosswords
1752,2017-11-27,Quiptic crossword No 941,crosswords
1753,2017-11-27,"Quick crossword No 14,838",crosswords
1754,2017-11-27,"Cryptic crossword No 27,365",crosswords
1755,2017-11-26,A memorial to Araucaria,crosswords
1756,2017-11-26,"Azed crossword 2,372",crosswords
1757,2017-11-26,"Everyman crossword No 3,711",crosswords
1758,2017-11-26,"Speedy crossword No 1,156",crosswords
1759,2017-11-25,Weekend crossword No 360,crosswords
1760,2017-11-25,"Prize crossword No 27,364",crosswords
1761,2017-11-25,"Quick crossword No 14,837",crosswords
1762,2017-11-24,"Azed slip No 2,369",crosswords
1763,2017-11-24,"Annotated solutions for Prize 27,358",crosswords
1764,2017-11-24,"Cryptic crossword No 27,363",crosswords
1765,2017-11-24,"Quick crossword No 14,836",crosswords
1766,2017-11-23,"Cryptic crossword No 27,362",crosswords
1767,2017-11-23,"Quick crossword No 14,835",crosswords
1768,2017-11-22,"Cryptic crossword No 27,361",crosswords
1769,2017-11-22,"Quick crossword No 14,834",crosswords
1770,2017-11-21,"Cryptic crossword No 27,360",crosswords
1771,2017-11-21,"Quick crossword No 14,833",crosswords
1772,2017-11-20,Crossword blog: do ostriches hide their heads in the sand?,crosswords
1773,2017-11-20,"Cryptic crossword No 27,359",crosswords
1774,2017-11-20,"Quick crossword No 14,832",crosswords
1775,2017-11-20,Quiptic crossword No 940,crosswords
1776,2017-11-19,"Azed crossword 2,371",crosswords
1777,2017-11-19,"Speedy crossword No 1,155",crosswords
1778,2017-11-19,"Everyman crossword No 3,710",crosswords
1779,2017-11-18,"Quick crossword No 14,831",crosswords
1780,2017-11-18,"Prize crossword No 27,358",crosswords
1781,2017-11-18,Weekend crossword No 359,crosswords
1782,2017-11-17,"Annotated solutions for Prize 27,352",crosswords
1783,2017-11-17,"Quick crossword No 14,830",crosswords
1784,2017-11-17,"Cryptic crossword No 27,357",crosswords
1785,2017-11-16,"Cryptic crossword No 27,356",crosswords
1786,2017-11-16,"Quick crossword No 14,829",crosswords
1787,2017-11-15,"Quick crossword No 14,828",crosswords
1788,2017-11-15,"Cryptic crossword No 27,355",crosswords
1789,2017-11-14,"Quick crossword No 14,827",crosswords
1790,2017-11-14,"Cryptic crossword No 27,354",crosswords
1791,2017-11-13,Try our American-style crossword puzzle No2: Cheers!,crosswords
1792,2017-11-13,"Cryptic crossword No 27,353",crosswords
1793,2017-11-13,"Quick crossword No 14,826",crosswords
1794,2017-11-13,Quiptic crossword No 939,crosswords
1795,2017-11-12,"Azed crossword 2,370",crosswords
1796,2017-11-12,"Everyman crossword No 3,709",crosswords
1797,2017-11-12,"Speedy crossword No 1,154",crosswords
1798,2017-11-11,"Prize crossword No 27,352",crosswords
1799,2017-11-11,Weekend crossword No 358,crosswords
1800,2017-11-11,"Quick crossword No 14,825",crosswords
1801,2017-11-10,"Annotated solutions for Prize 27,346",crosswords
1802,2017-11-10,"Quick crossword No 14,824",crosswords
1803,2017-11-10,"Cryptic crossword No 27,351",crosswords
1804,2017-11-09,"Quick crossword No 14,823",crosswords
1805,2017-11-09,"Cryptic crossword No 27,350",crosswords
1806,2017-11-08,"Quick crossword No 14,822",crosswords
1807,2017-11-08,"Cryptic crossword No 27,349",crosswords
1808,2017-11-07,"Quick crossword No 14,821",crosswords
1809,2017-11-07,"Cryptic crossword No 27,348",crosswords
1810,2017-11-06,Crossword roundup: pumpkin and mash with nuts,crosswords
1811,2017-11-06,Genius crossword No 173,crosswords
1812,2017-11-06,Annotated solutions for Genius 172,crosswords
1813,2017-11-06,"Cryptic crossword No 27,347",crosswords
1814,2017-11-06,"Quick crossword No 14,820",crosswords
1815,2017-11-06,Quiptic crossword No 938,crosswords
1816,2017-11-05,"Azed crossword 2,369",crosswords
1817,2017-11-05,"Speedy crossword No 1,153",crosswords
1818,2017-11-05,"Everyman crossword No 3,708",crosswords
1819,2017-11-04,"Prize crossword No 27,346",crosswords
1820,2017-11-04,"Quick crossword No 14,819",crosswords
1821,2017-11-04,Weekend crossword No 357,crosswords
1822,2017-11-03,"Annotated solutions for Prize 27,340",crosswords
1823,2017-11-03,"Cryptic crossword No 27,345",crosswords
1824,2017-11-03,"Quick crossword No 14,818",crosswords
1825,2017-11-02,"Quick crossword No 14,817",crosswords
1826,2017-11-02,"Cryptic crossword No 27,344",crosswords
